B9J08_03708	93594.3434823998	8.66891252958882	0.354178238177667	24.4761297989184	2.65279895662381e-132	1.45983526583008e-128	CM076440.1	1506982	1509280	+	NA	B9J08_03708
B9J08_02550	1253.10539202088	6.0158813972364	0.303824493228577	19.8005148739291	2.94666669079745e-87	8.1077533997292e-84	CM076439.1	1265966	1267295	-	NA	B9J08_02550
B9J08_02614	3155.58484333364	-4.28176372822729	0.247966840720357	-17.2674851032039	8.26671783429435e-67	1.51639160807073e-63	CM076439.1	1396585	1397608	-	NA	B9J08_02614
B9J08_00020	572.922630291794	-6.0889551423682	0.384789695980238	-15.8241117316221	2.12172303154095e-56	2.91896046064246e-53	CM076438.1	46979	47438	-	NA	B9J08_00020
B9J08_04863	20550.6967477535	3.62059937464345	0.278692482725928	12.9913779490207	1.36939092006941e-38	1.50715164662839e-35	CM076443.1	24783	33624	+	NA	B9J08_04863
B9J08_03209	2630.19829604956	-14.9825478423975	1.21364798848236	-12.3450522594552	5.18005950780187e-35	4.75097791190561e-32	CM076440.1	413307	414369	-	NA	B9J08_03209
B9J08_00745	3648.58765304208	2.29285746501534	0.205950383592453	11.1330575113304	8.66126895208848e-29	6.80899472047756e-26	CM076438.1	1590177	1591809	+	NA	B9J08_00745
B9J08_01515	14886.5593205683	3.08635635069958	0.289923213945999	10.6454267966084	1.8314304889814e-26	1.25979524760808e-23	CM076438.1	3165252	3166347	+	NA	B9J08_01515
B9J08_05205	1703.58189512107	6.73641209356779	0.679519536146326	9.91349289495217	3.63703859432254e-23	2.22384704272855e-20	CM076443.1	851561	853715	+	NA	B9J08_05205
B9J08_01838	1609.95402503489	-4.04189867481413	0.415855243311784	-9.71948470007326	2.49038579790259e-22	1.37045930458579e-19	CM076438.1	3875494	3877144	-	NA	B9J08_01838
B9J08_01749	231.812333912866	3.94721811140551	0.484242590102007	8.15132372097633	3.59962101616099e-16	1.80079222290309e-13	CM076438.1	3678137	3678512	-	NA	B9J08_01749
B9J08_01957	11683.3652797083	4.95371961833552	0.613731678659387	8.07147453942128	6.94542069321586e-16	3.18505417289724e-13	CM076438.1	4144990	4147273	+	NA	B9J08_01957
B9J08_05490	2843.69802439392	-5.2553096183267	0.683841333673673	-7.68498386913026	1.53016272315359e-14	6.47729651193399e-12	CM076444.1	553820	555455	-	NA	B9J08_05490
B9J08_03405	18258.6645439921	3.8934261883639	0.520825747721436	7.47548715745578	7.69183705967103e-14	3.02344138138355e-11	CM076440.1	835121	837698	-	NA	B9J08_03405
B9J08_05200	14613.2854993515	3.54719032711349	0.478313229659025	7.4160405925677	1.20673527967983e-13	4.2538586012533e-11	CM076443.1	836614	838609	+	NA	B9J08_05200
B9J08_03025	1427.29381067521	-1.640407493743	0.22129457675021	-7.41277765516432	1.23681151408419e-13	4.2538586012533e-11	CM076440.1	25662	27288	+	NA	B9J08_03025
B9J08_02897	11182.1743241003	-1.43285714085789	0.19380987580476	-7.39310695550584	1.43437005344299e-13	4.64314023770397e-11	CM076439.1	2042417	2045504	+	NA	B9J08_02897
B9J08_01766	1718.79975118943	-3.4734518428612	0.478605617349861	-7.25744060860469	3.9448309834418e-13	1.2060224945489e-10	CM076438.1	3715354	3717208	+	NA	B9J08_01766
B9J08_01552	6826.18099627235	1.88377105516138	0.27804776478321	6.7749908244367	1.24414155643992e-11	3.6034268342573e-09	CM076438.1	3228981	3230796	-	NA	B9J08_01552
B9J08_02076	253.931058675839	2.74713787407147	0.407685242667238	6.73837948143181	1.60162822912869e-11	4.4068800724476e-09	CM076439.1	255940	256717	-	NA	B9J08_02076
B9J08_00946	166412.227808847	-1.57023421251073	0.235549708869984	-6.66625410001015	2.62414773844156e-11	6.87651666887804e-09	CM076438.1	1963080	1964643	+	NA	B9J08_00946
B9J08_02129	4341.33398662016	-1.74768200892337	0.263070474296799	-6.64339855544417	3.06531480716935e-11	7.66746699266043e-09	CM076439.1	362956	364141	-	NA	B9J08_02129
B9J08_05240	3520.16548914226	-3.08420648510929	0.466998101982486	-6.60432338379174	3.99336970862753e-11	9.55457108981623e-09	CM076443.1	939870	940401	-	NA	B9J08_05240
B9J08_02974	696.380265973641	1.45091848006237	0.225282584171444	6.44043784120568	1.19129337065019e-10	2.73153642445334e-08	CM076439.1	2214982	2216725	-	NA	B9J08_02974
B9J08_05266	1296.77312507712	2.47504979623629	0.385334255681869	6.42312423497508	1.33505444750319e-10	2.82569408638848e-08	CM076444.1	50996	51836	-	NA	B9J08_05266
B9J08_05254	1959.60220343962	-3.03759195242942	0.472855097937625	-6.42393825439968	1.32793085037092e-10	2.82569408638848e-08	CM076444.1	21130	21604	+	NA	B9J08_05254
